Datetime,K,D2,med2
20230412 142400,32.941176470588175,54.357786601951005,13.074643758493501
20230412 142500,32.941176470588175,54.04645134728418,13.074610755193168
20230412 142600,32.941176470588175,53.73899883383265,13.074571927781012
20230412 142700,32.941176470588175,53.43607142687103,13.074527276257037
20230412 142800,32.941176470588175,53.13922915635187,13.07447680062124
20230412 142900,32.941176470588175,52.84847202227513,13.074420500873616
20230412 143000,32.941176470588175,52.563800024640884,13.07435837701417
20230412 143100,45.882352941176556,52.53896172169591,13.076447291788
20230412 143200,31.764705882352903,52.24087958423402,13.076156086196857
20230412 143300,31.764705882352903,51.94911097975671,13.075860997864492
20230412 143400,31.764705882352903,51.66365590826392,13.075562026790914
20230412 143500,31.764705882352903,51.38262342435858,13.075259172976116
20230412 143600,31.764705882352903,51.106013528040734,13.07495243642011
20230412 143700,44.70588235294129,51.0875747775572,13.07679867986798
20230412 143800,44.70588235294129,51.07104625269831,13.078619685497962
20230412 143900,44.70588235294129,51.05642795346404,13.080415453310033
20230412 144000,44.70588235294129,51.04371987985445,13.082185983304212
20230412 144100,44.70588235294129,51.02233273764595,13.083917685886234
20230412 144200,44.70588235294129,50.99226652683851,13.085610561056106
20230412 144300,52.941176470588175,51.11499760268017,13.088637157833432
20230412 144400,52.941176470588175,51.22745083412839,13.091611337604347
20230412 144500,52.941176470588175,51.329626221183176,13.094533100368855
20230412 144600,52.941176470588175,51.42152376384451,13.09740244612696
20230412 144700,52.941176470588175,51.50314346211245,13.100219374878664
20230412 144800,52.941176470588175,51.57448531598693,13.102983886623957
20230412 144900,52.941176470588175,51.63554932546797,13.10569598136284
20230412 145000,52.941176470588175,51.68633549055557,13.108355659095318
20230412 145100,34.117647058823444,51.357754999254354,13.107825664919428
20230412 145200,34.117647058823444,51.02255100823292,13.107274315666857
20230412 145300,34.117647058823444,50.68072351749129,13.106701611337604
20230412 145400,34.117647058823444,50.33227252702943,13.106107551931663
20230412 145500,34.117647058823444,49.97719803684736,13.105492137449039
20230412 145600,34.117647058823444,49.61550004694506,13.10485536788973
20230412 145700,34.117647058823444,49.24717855732256,13.104197243253738
20230412 145800,34.117647058823444,48.87223356797983,13.103517763541058
20230412 145900,34.117647058823444,48.4906650789169,13.102816928751702
20230412 150000,34.117647058823444,48.102473090133756,13.10209473888566
20230412 150100,34.117647058823444,47.72124719588395,13.101364783537178
20230412 150200,34.117647058823444,47.34698739616747,13.100627062706268
20230412 150300,34.117647058823444,46.981635061591966,13.09988351776354
20230412 150400,34.117647058823444,46.62519019215741,13.099134148708988
20230412 150500,51.76470588235291,46.62367354910954,13.101320132013203
20230412 150600,51.76470588235291,46.627638423071495,13.103471170646479
20230412 150700,51.76470588235291,46.637084814043284,13.105587264608818
20230412 150800,51.76470588235291,46.65201272202491,13.107668413900214
20230412 150900,34.117647058823444,46.31087042090948,13.106722966414289
20230412 151000,29.999999999999844,45.88236644244987,13.105721219180744
20230412 151100,29.999999999999844,45.4480383521673,13.104663172199572
20230412 151200,29.999999999999844,45.01481961651768,13.10356823917686
20230412 151300,29.999999999999844,44.58271023550098,13.102436420112596
20230412 151400,29.999999999999844,44.15171020911724,13.101267715006793
20230412 151500,29.999999999999844,43.72528627059439,13.100071830712478
20230412 151600,29.999999999999844,43.29997168670448,13.098839060376623
20230412 151700,29.999999999999844,42.875766457447526,13.097569403999215
20230412 151800,29.999999999999844,42.45267058282349,13.096262861580271
20230412 151900,29.999999999999844,42.030684062832414,13.094919433119786
20230412 152000,29.999999999999844,41.609806897474265,13.093539118617748
20230412 152100,11.111111111110892,40.82452214289781,13.092135507668416
20230412 152200,11.111111111110892,40.040547043096346,13.090685303824502
20230412 152300,11.111111111110892,39.26966849104492,13.089221510386333
20230412 152400,11.111111111110892,38.511886486743514,13.08774412735391
20230412 152500,11.111111111110892,37.767201030192105,13.086253154727231
20230412 152600,11.111111111110892,37.035612121390706,13.084748592506308
20230412 152700,9.677419354838516,36.28900815727514,13.083230440691128
20230412 152800,9.677419354838516,35.55577907361321,13.081698699281693
20230412 152900,3.4482758620688916,34.715171495210384,13.080157251019223
20230412 153000,3.4482758620688916,33.889841451515565,13.078604154533107
20230412 153100,3.4482758620688916,33.083255675756654,13.077107357794608
20230412 153200,24.137931034482854,32.70109368111825,13.078019801980195
20230412 153300,24.137931034482854,32.333659325572356,13.078965249466123
20230412 153400,24.137931034482854,31.980952609118976,13.07994370025238
20230412 153500,24.137931034482854,31.642973531758113,13.08095515433897
20230412 153600,24.137931034482854,31.31972209348974,13.081999611725886
20230412 153700,24.137931034482854,31.011198294313893,13.083077072413127
20230412 153800,24.137931034482854,30.717402134230536,13.084187536400698
20230412 153900,24.137931034482854,30.438333613239706,13.0853310036886
20230412 154000,24.137931034482854,30.173992731341386,13.086507474276841
20230412 154100,24.137931034482854,29.924379488535568,13.087716948165399
20230412 154200,24.137931034482854,29.689493884822248,13.088959425354297
20230412 154300,24.137931034482854,29.469335920201452,13.090234905843523
20230412 154400,24.137931034482854,29.25721121326747,13.091504562220925
20230412 154500,10.34482758620698,28.782666755230593,13.091199767035524
20230412 154600,21.42857142857152,28.53616161807742,13.090904678703161
20230412 154700,22.22222222222244,28.320471887394866,13.090710541642396
20230412 154800,22.22222222222244,28.113029809620627,13.090559114734997
20230412 154900,33.33333333333366,28.131471911959903,13.090448456610362
20230412 155000,33.33333333333366,28.15577619221247,13.090378567268488
20230412 155100,33.33333333333366,28.1825167022472,13.09032032615026
20230412 155200,33.33333333333366,28.211693442064057,13.090273733255676
20230412 155300,33.33333333333366,28.24330641166307,13.090238788584736
20230412 155400,33.33333333333366,28.27735561104423,13.09021549213744
20230412 155500,33.33333333333366,28.31132867824468,13.090182488837113
20230412 155600,33.33333333333366,28.34522561326445,13.090139778683747
20230412 155700,33.33333333333366,28.379046416103527,13.090087361677343
20230412 155800,33.33333333333366,28.41279108676193,13.0900252378179
20230412 155900,33.33333333333366,28.446459625239633,13.08995340710542
20230412 160000,33.33333333333366,28.480052031536637,13.089871869539893
20230412 160100,33.33333333333366,28.513568305652942,13.089780625121337
20230412 160200,33.33333333333366,28.547008447588563,13.089679673849735
20230412 160300,33.33333333333366,28.580372457343483,13.089569015725095
20230412 160400,33.33333333333366,28.613660334917707,13.089448650747421
20230412 160500,0.0,27.993277309069416,13.08461269656377
20230412 160600,0.0,27.379289386399265,13.079813628421663
20230412 160700,13.888888888889108,27.04402772159135,13.076031838477963
20230412 160800,13.888888888889108,26.712464811895398,13.07227722772277
20230412 160900,2.777777777777723,26.166735733564124,13.067765482430598
20230412 161000,13.888888888889108,25.844727412545023,13.064072995534847
20230412 161100,33.33333333333366,25.90768146319562,13.061780236847211
20230412 161200,33.33333333333366,25.970559381665524,13.05950106775383
20230412 161300,33.33333333333366,26.035873529917577,13.057256843331388
20230412 161400,33.33333333333366,26.100883149446872,13.055024267132595
20230412 161500,33.33333333333366,26.16558824025338,13.052803339157443
20230412 161600,25.0,26.06659010952667,13.050005824111826
20230412 161700,41.66666666666683,26.295702644537805,13.048402251989906
20230412 161800,19.444444444444553,26.087162994491912,13.045235876528832
20230412 161900,22.22222222222228,25.937993756689092,13.042308289652496
20230412 162000,22.22222222222228,25.793189430579282,13.039421471558923
20230412 162100,22.22222222222228,25.65275001616249,13.036575422248111
20230412 162200,22.22222222222228,25.516675513438706,13.03377014172006
20230412 162300,22.22222222222228,25.38496592240794,13.031005629974766
20230412 162400,2.777777777777723,24.876357626512455,13.026909337992626
20230412 162500,2.777777777777723,24.37748790539718,13.022880993981754
20230412 162600,36.111111111111384,24.541951530303933,13.021273539118624
20230412 162700,33.33333333333366,24.655216263695227,13.019514657348092
20230412 162800,33.33333333333366,24.772287606121132,13.017802368472143
20230412 162900,33.33333333333366,24.89316555758165,13.016136672490777
20230412 163000,33.33333333333366,25.017850118076776,13.014517569404
20230412 163100,34.285714285714604,25.165015423927695,13.012945059211802
20230412 163200,91.4285714285716,26.436250625646117,13.01534071054164
20230412 163300,91.4285714285716,27.696359652957668,13.017713065424187
20230412 163400,91.4285714285716,28.94534250586235,13.020062123859445
20230412 163500,62.8571428571431,29.622975094724325,13.020427101533683
20230412 163600,62.8571428571431,30.29502828234413,13.020788196466706
20230412 163700,62.8571428571431,30.9615020687218,13.021145408658516
20230412 163800,62.8571428571431,31.622396453857316,13.021498738109104
20230412 163900,62.8571428571431,32.277711437750675,13.021848184818483
20230412 164000,62.8571428571431,32.92744702040191,13.022193748786645
20230412 164100,62.8571428571431,33.57160320181097,13.022535430013592
20230412 164200,62.8571428571431,34.21017998197789,13.02287322849932
20230412 164300,62.8571428571431,34.84317736090264,13.023207144243836
20230412 164400,62.8571428571431,35.47059533858525,13.023537177247135
20230412 164500,62.8571428571431,36.092433915025694,13.023863327509224
20230412 164600,62.8571428571431,36.70869309022401,13.024185595030094
20230412 164700,45.7142857142858,36.986664358529794,13.023356629780627
20230412 164800,45.7142857142858,37.2658102376234,13.022564550572707
20230412 164900,50.0,37.63016434095021,13.021809357406331
20230412 165000,50.0,37.99486103909015,13.021091050281498
20230412 165100,50.0,38.356474383912015,13.020380508639102
20230412 165200,50.0,38.71420498751861,13.01967773247913
20230412 165300,50.0,39.06805284990991,13.018982721801589
20230412 165400,50.0,39.41801797108591,13.018295476606479
20230412 165500,50.0,39.7641003510466,13.017615996893802
20230412 165600,50.0,40.10629998979199,13.01694428266356
20230412 165700,50.0,40.4446168873221,13.016280333915747
20230412 165800,50.0,40.7790510436369,13.015624150650359
20230412 165900,50.0,41.10960245873641,13.014975732867404
20230412 170000,46.87500000000007,41.3749966228167,13.014139002135504
20230412 170100,46.87500000000007,41.63711472399659,13.013311978256645
20230412 170200,46.87500000000007,41.89595676227607,13.012494661230829
20230412 170300,46.87500000000007,42.14785570428513,13.011687051058047
20230412 170400,46.87500000000007,42.392811550023765,13.010889147738306
20230412 170500,46.87500000000007,42.63082429949202,13.0101009512716
20230412 170600,28.12499999999993,42.494246893866304,13.0081459910697
20230412 170700,78.12499999999993,43.33475861872227,13.009349640846436
20230412 170800,78.12499999999993,44.16226046415895,13.010543583770142
20230412 170900,78.12499999999993,44.976474097472675,13.011727819840802
20230412 171000,78.12499999999993,45.777399518663486,13.01290234905843
20230412 171100,78.12499999999993,46.563827420122614,13.014067171423022
20230412 171200,78.12499999999993,47.33575780185005,13.015222286934577
20230412 171300,78.12499999999993,48.093190663845796,13.016367695593088
20230412 171400,78.12499999999993,48.84014263495327,13.017526693845857
20230412 171500,78.12499999999993,49.57661371517246,13.018699281692879
20230412 171600,56.24999999999986,49.87368233587591,13.018512910114547
20230412 171700,56.24999999999986,50.16451681389532,13.018353717724713
20230412 171800,56.24999999999986,50.44911714923071,13.018221704523391
20230412 171900,56.24999999999986,50.72748334188203,13.018116870510578
20230412 172000,56.24999999999986,50.99961539184932,13.01803921568627
20230412 172100,56.24999999999986,51.26551329913256,13.017988740050477
20230412 172200,56.24999999999986,51.525177063731746,13.017965443603192
20230412 172300,56.24999999999986,51.778606685646885,13.017969326344407
20230412 172400,56.24999999999986,52.025802164877994,13.018000388274128
20230412 172500,56.24999999999986,52.26676350142505,13.018058629392355
20230412 172600,56.24999999999986,52.50149069528806,13.018144049699089
20230412 172700,56.24999999999986,52.727305993904736,13.018241118229477
20230412 172800,56.24999999999986,52.94636116272696,13.018349834983502
20230412 172900,56.24999999999986,53.158810278787,13.018470199961179
20230412 173000,56.24999999999986,53.364653342084914,13.018602213162497
20230412 173100,56.24999999999986,53.566047431073635,13.018745874587466
20230412 173200,56.24999999999986,53.76299254575318,13.018901184236073
20230412 173300,56.24999999999986,53.955488686123545,13.019068142108331
20230412 173400,56.24999999999986,54.14353585218465,13.019246748204235
20230412 173500,56.24999999999986,54.3271340439366,13.019437002523784
20230412 173600,56.24999999999986,54.50628326137935,13.019638905066975
20230412 173700,56.24999999999986,54.68098350451288,13.019852455833815
20230412 173800,56.24999999999986,54.851234773337225,13.020077654824306
20230412 173900,56.24999999999986,55.01703706785243,13.020314502038438
20230412 174000,56.24999999999986,55.178390388058354,13.020562997476217
20230412 174100,56.24999999999986,55.335294733955145,13.020823141137642
20230412 174200,56.24999999999986,55.48775010554275,13.021094933022718
20230412 174300,56.24999999999986,55.635756502821124,13.021378373131432
20230412 174400,56.24999999999986,55.779313925790305,13.021673461463793
20230412 174500,56.24999999999986,55.91842237445029,13.021980198019802
20230412 174600,56.24999999999986,56.05308184880105,13.02229858279946
20230412 174700,54.838709677419246,56.14914875421753,13.02258202290818
20230412 174800,54.838709677419246,56.23456943372114,13.02283051834595
20230412 174900,54.838709677419246,56.31204023537794,13.023053775965838
20230412 175000,54.838709677419246,56.38156115918808,13.023251795767813
20230412 175100,54.838709677419246,56.440975126698525,13.023416812269458
20230412 175200,54.838709677419246,56.49243921636218,13.02355659095321
20230412 175300,54.838709677419246,56.539728315471784,13.023684721413318
20230412 175400,54.838709677419246,56.5828424240273,13.02380120364978
20230412 175500,54.838709677419246,56.62178154202871,13.023906037662593
20230412 175600,74.1935483870968,57.0360523108423,13.025175694039987
20230412 175700,74.1935483870968,57.442390597603165,13.026422053970101
20230412 175800,74.1935483870968,57.839178593471495,13.027639293341094
20230412 175900,45.161290322580754,57.660391954077454,13.027074354494271
20230412 180000,45.161290322580754,57.47661272181249,13.026493884682584
20230412 180100,45.161290322580754,57.28838016628985,13.025899825276642
20230412 180200,45.161290322580754,57.09569428750951,13.025292176276444
20230412 180300,45.161290322580754,56.89855508547147,13.024670937682002
20230412 180400,45.161290322580754,56.696962560175756,13.024036109493302
20230412 180500,64.5161290322583,56.870423352988595,13.024564162298585
20230412 180600,52.1739130434786,56.78989420867828,13.025053387691711
20230412 180700,52.1739130434786,56.69977544385433,13.02550378567269
20230412 180800,52.1739130434786,56.6065382938756,13.0259386526888
20230412 180900,52.1739130434786,56.50964348912883,13.026356047369447
20230412 181000,52.1739130434786,56.40909102961402,13.02675596971462
20230412 181100,52.1739130434786,56.304880915331196,13.027138419724329
20230412 181200,52.1739130434786,56.197013146280334,13.027503397398565
20230412 181300,52.1739130434786,56.08567261490024,13.027850902737336
20230412 181400,52.1739130434786,55.981952867520356,13.028219763152789
20230412 181500,75.00000000000055,56.333424236621525,13.028609978644923
20230412 181600,75.00000000000055,56.688085000292396,13.029021549213743
20230412 181700,75.00000000000055,57.04038838536825,13.029435061153173
20230412 181800,75.00000000000055,57.39033439184912,13.029850514463208
20230412 181900,75.00000000000055,57.737923019734986,13.030267909143854
20230412 182000,87.50000000000028,58.32825230824152,13.03107940205785
20230412 182100,87.50000000000028,58.9137975048935,13.031888953601241
20230412 182200,87.50000000000028,59.494558609690934,13.03269656377402
20230412 182300,87.50000000000028,60.07053562263378,13.033502232576195
20230412 182400,87.50000000000028,60.64172854372205,13.03430596000776
20230412 182500,87.50000000000028,61.208137372955775,13.035107746068721
20230412 182600,87.50000000000028,61.76976211033495,13.035907590759077
20230412 182700,87.50000000000028,62.326602755859554,13.036705494078822
20230412 182800,87.50000000000028,62.87865930952958,13.037501456027956
20230412 182900,87.50000000000028,63.42260370744621,13.038283828382841
20230412 183000,87.50000000000028,63.95843594960946,13.03905261114347
20230412 183100,87.50000000000028,64.48698805199403,13.039807804309847
20230412 183200,75.00000000000055,64.76316197538425,13.040157251019219
20230412 183300,0.0,63.563894236961204,13.03284993205203
20230412 183400,0.0,62.37433335157639,13.025608619685496
20230412 183500,62.790697674418546,62.42566946970862,13.023727431566686
20230412 183600,0.0,61.24333228891043,13.01382061735585
20230412 183700,0.0,60.07070196115047,13.00400698893419
20230412 183800,14.035087719298252,59.182976284846376,12.995855173752672
20230412 183900,43.85964912280699,58.88702805254054,12.99111434672879
20230412 184000,42.105263157894754,58.55787216510387,12.986222092797517
20230412 184600,45.61403508771924,58.29904838827765,12.981768588623574
20230413 100100,0.0,57.14607656661598,12.971865657153952
20230413 100200,15.254237288135572,56.30130761160189,12.963822558726463
20230413 100300,15.254237288135572,55.462677418519824,12.955857115123276
20230413 100400,20.33898305084733,54.729886884677875,12.94855756163852
20230413 100500,20.33898305084733,54.00224797517081,12.941329838866238
20230413 100600,20.33898305084733,53.27976068999868,12.934173946806444
20230413 100700,16.949152542372826,52.49231769440008,12.92668608037274
20230413 100800,15.254237288135572,51.68351756558068,12.919097262667439
20230413 100900,15.254237288135572,50.8869229818422,12.91160551349252
20230413 101000,3.3898305084745046,49.86989851613247,12.902838283828379
20230413 101100,1.6949152542372523,48.83414928412758,12.8939856338575
20230413 101200,1.6949152542372523,47.81323796412923,12.885245583381863
20230413 101300,0.0,46.77393092370141,12.875833818675982
20230413 101400,3.2258064516128386,45.81304194804022,12.866934575810523
20230413 101500,9.836065573770291,44.99630660563206,12.85893612890701
20230413 101600,3.278688524590097,44.064252655664006,12.850262085032032
20230413 101700,0.0,43.07819439012457,12.84129877693652
20230413 101800,8.196721311475242,42.26377635996836,12.83342263638129
20230413 101900,8.196721311475242,41.458687252096844,12.825643564356438
20230413 102000,8.196721311475242,40.66292706651006,12.817961560861967
20230413 102100,8.196721311475242,39.87649580320798,12.810376625897886
20230413 102200,0.0,38.938673436475405,12.79896719083673
20230413 102300,18.421052631579027,38.37296838983396,12.790438749757326
20230413 102400,18.421052631579027,37.81460734384645,12.782019025431957
20230413 102500,15.789473684210428,37.21199071130957,12.773315860997863
20230413 102600,15.789473684210428,36.61722896642864,12.76472529605902
20230413 102700,10.526315789473697,35.92712293479707,12.755463016889921
20230413 102800,0.0,35.039495216012256,12.744556396816147
20230413 102900,9.090909090909133,34.341040826325056,12.735160163075127
20230413 103000,10.389610389610404,33.67720649528236,12.726084255484366
20230413 103100,9.090909090909133,32.9968106341371,12.71693457581052
20230413 103200,9.090909090909133,32.32557010028926,12.70790914385556
20230413 103300,9.090909090909133,31.66348489373887,12.699007959619491
20230413 103400,9.090909090909133,31.010555014485913,12.690231023102312
20230413 103500,0.0,30.188527343100787,12.68000970685304
20230413 103600,11.53846153846153,29.60366422527509,12.67169287516987
20230413 103700,11.53846153846153,29.027481274108606,12.663498349834983
20230413 103800,12.820512820512786,28.485116750033693,12.655622209279754
20230413 103900,12.820512820512786,27.95118349895033,12.6478664337022
20230413 104000,0.0,27.17429891653474,12.63591729761212
20230413 104100,0.0,26.40833454378717,12.624131236653083
20230413 104200,0.0,25.653290380707638,12.612312172393716
20230413 104300,5.494505494505572,25.016901829149177,12.601638516792859
20230413 104400,4.395604395604496,24.368819719741072,12.590924092409242
20230413 104500,0.0,23.64461614880091,12.579386526887983
20230413 104600,0.0,22.93133278752877,12.568015919238983
20230413 104700,0.0,22.228969635924653,12.556812269462242
20230413 104800,0.0,21.537252710233446,12.54499126383226
20230413 104900,5.208333333333402,20.958306193461695,12.534325373713838
20230413 105000,3.1250000000001155,20.348145098875428,12.523432343234322
20230413 105100,3.1250000000001155,19.748023551887183,12.512708211997666
20230413 105200,3.1250000000001155,19.15794155249696,12.50215298000388
20230413 105300,4.166666666666759,18.598323937306066,12.491962725684328
20230413 105400,4.166666666666759,18.048543643608234,12.481939429237038
20230413 105500,4.166666666666759,17.508600671403457,12.472083090662002
20230413 105600,5.208333333333402,16.998919857293057,12.462589788390602
20230413 105700,7.29166666666669,16.543481303272035,12.453665307707238
20230413 105800,10.526315789473822,16.164455376531926,12.445501844302076
20230413 105900,10.526315789473822,15.79778961919535,12.437505338769173
20230413 110000,9.473684210526477,15.41720795913298,12.42946224034168
20230413 110100,10.526315789473822,15.064194420908263,12.421766647252962
20230413 110200,10.526315789473822,14.717904814839072,12.414220539701033
20230413 110300,10.526315789473822,14.378339140925393,12.40682391768589
20230413 110400,8.421052631578945,14.0042177294046,12.399184624344791
20230413 110500,9.473684210526477,13.657868794522267,12.391894777713068
20230413 110600,10.526315789473822,13.342845472976265,12.384964084643762
20230413 110700,10.526315789473822,13.035907493549074,12.378194525334887
20230413 110800,11.578947368421167,12.757694691122017,12.371782178217826
20230413 110900,11.578947368421167,12.487362876012961,12.365529023490586
20230413 111000,33.68421052631578,12.658348580729651,12.363552708211998
20230413 111100,49.47368421052633,13.142521345167257,12.364635993011063
20230413 111200,21.05263157894746,13.06994278229822,12.360514463211027
20230413 111300,38.947368421052694,13.3542832065224,12.359867986798678
20230413 111400,38.947368421052694,13.641191393243652,12.35933022714036
20230413 111500,38.947368421052694,13.930667342461984,12.35890118423607
20230413 111600,38.947368421052694,14.227142443607894,12.358580858085801
20230413 111700,38.947368421052694,14.530616696681363,12.358369248689568
20230413 111800,32.63157894736844,14.717251092394495,12.357089885459128
20230413 111900,31.57894736842109,14.891470933958715,12.35573480877499
20230413 112000,30.52631578947375,15.053480576174824,12.35430596000776
20230413 112100,40.000000000000036,15.412309435916415,12.354769947582993
20230413 112200,40.000000000000036,15.780359806044332,12.355344593282851
20230413 112300,30.52631578947375,15.971873172626683,12.354265191225002
20230413 112400,30.52631578947375,16.174447242802614,12.353313919627256
20230413 112500,30.52631578947375,16.388082016572138,12.352490778489615
20230413 112600,30.52631578947375,16.61277749393522,12.35179576781208
20230413 112700,25.263157894736835,16.745334500485296,12.35024849543778
20230413 112800,40.000000000000036,17.178931672971466,12.351584158415847
20230413 112900,42.105263157894726,17.663030025606606,12.353422636381291
20230413 113000,52.63157894736836,18.36233952783967,12.357328674043877
20230413 113100,50.53763440860214,19.02736054679517,12.360733838089693
20230413 113200,70.37037037037037,20.088434506486447,12.366192972238398
20230413 113300,71.60493827160491,21.174614462616155,12.37191807416036
20230413 113400,70.37037037037037,22.22268603274387,12.377439332168509
20230413 113500,74.24242424242426,23.33301873094516,12.381386138613864
20230413 113600,66.66666666666684,24.292583958418533,12.384414676761788
20230413 113700,66.66666666666684,25.23920671517425,12.387435449427294
20230413 113800,66.66666666666684,26.172887001212324,12.390448456610367
20230413 113900,37.87878787878787,26.531881335683074,12.389743739079787
20230413 114000,39.393939393939625,26.92174563021485,12.389312754804887
20230413 114100,41.379310344827616,27.35106513534724,12.388563385750338
20230413 114200,51.7241379310346,27.984046514086646,12.389072024849542
20230413 114300,72.41379310344826,29.012665833902084,12.391949136090078
20230413 114400,55.17241379310349,29.692122104569787,12.39287516986993
20230413 114500,55.17241379310349,30.36382877777974,12.393830324208894
20230413 114600,72.41379310344826,31.36683925211614,12.396781207532522
20230413 114700,72.41379310344826,32.35974007588906,12.399747621821003
20230413 114800,53.448275862069046,32.97065836201259,12.400572704329257
20230413 114900,43.103448275862064,33.37165105902207,12.4002543195496
20230413 115000,43.103448275862064,33.767237192065764,12.39997864492332
20230413 115100,48.27586206896571,34.258836639439835,12.400333915744518
20230413 115200,48.27586206896571,34.74172204457732,12.400712483013004
20230413 115300,48.27586206896571,35.21556436161257,12.40111240535818
20230413 115400,55.17241379310349,35.81559009494045,12.40231799650553
20230413 115500,55.17241379310349,36.404904818019205,12.403529411764701
20230413 115600,55.17241379310349,36.984134779431976,12.404750533876914
20230413 115700,55.17241379310349,37.554563275455635,12.405989128324594
20230413 115800,55.17241379310349,38.114917276183505,12.407237429625319
20230413 115900,50.000000000000156,38.563140388366186,12.407903319743738
20230413 120000,50.000000000000156,39.00324793489388,12.408590564938848
20230413 120100,50.000000000000156,39.435239915766665,12.409299165210633
20230413 120200,50.000000000000156,39.859116330984534,12.410029120559113
20230413 120300,50.000000000000156,40.274877180547456,12.410780430984278
20230413 120400,50.000000000000156,40.68093117707213,12.411514269073965
20230413 120500,50.000000000000156,41.08085452957267,12.412257814016694
20230413 120600,50.000000000000156,41.47464723804906,12.413011065812466
20230413 120700,50.000000000000156,41.86179841549927,12.413770141720054
20230413 120800,50.000000000000156,42.242308061923325,12.41453504173947
20230413 120900,50.000000000000156,42.61515440331718,12.415298000388278
20230413 121000,50.000000000000156,42.97829389167282,12.416041545331007
20230413 121100,50.000000000000156,43.33349140936075,12.416779266161912
20230413 121200,29.310344827586192,43.275319569249405,12.415160163075134
20230413 121300,36.20689655172428,43.34844889170867,12.414342846049308
20230413 121400,36.20689655172428,43.41631399606258,12.413535235876527
20230413 121500,46.55172413793126,43.681754638903406,12.413913803145025
20230413 121600,48.27586206896571,43.97372937531582,12.414486507474274
20230413 121700,34.482758620689836,43.98587896897058,12.413471170646469
20230413 121800,34.482758620689836,43.993574224228475,12.412469423412926
20230413 121900,34.482758620689836,43.99681514108949,12.411481265773633
20230413 122000,34.482758620689836,43.9958506132213,12.4105086390992
20230413 122100,34.482758620689836,43.99068064062394,12.40955154338963
20230413 122200,34.482758620689836,43.97881628662082,12.408567268491554
20230413 122300,34.482758620689836,43.96025755121206,12.40755581440497
20230413 122400,34.482758620689836,43.9350044343976,12.406515239759262
20230413 122500,44.82758620689682,44.106963379916834,12.40663172199573
20230413 122600,44.82758620689682,44.271072979326284,12.40671520093186
20230413 122700,44.82758620689682,44.42647988290836,12.40675596971462
20230413 122800,44.82758620689682,44.573184090663034,12.406754028344013
20230413 122900,41.818181818181976,44.652177673399876,12.406709376820036
20230413 123000,41.818181818181976,44.72305279723196,12.40661424966026
20230413 123100,41.818181818181976,44.78682059268413,12.406478353717729
20230413 123200,43.63636363636376,44.87872723143242,12.406493884682588
20230413 123300,42.59259259259274,44.942303014219306,12.406462822752864
20230413 123400,51.85185185185181,45.17977077770752,12.407365560085422
20230413 123500,61.11111111111122,45.589535182624545,12.409194331197828
20230413 123600,77.35849056603786,46.30682062821394,12.41272374296253
20230413 123700,90.19607843137275,47.2616142373637,12.417544166181328
20230413 123800,92.00000000000017,48.23527958662862,12.422467482042318
20230413 123900,96.00000000000009,49.270931281586954,12.427691710347505
20230413 124000,92.00000000000017,50.2115579941709,12.43243447874199
20230413 124100,100.0,51.29323039027054,12.437876140555232
20230413 124200,100.0,52.35732827350094,12.44400698893418
20230413 124300,100.0,53.404055998662926,12.450429042904286
20230413 124400,100.0,54.43341356575646,12.456746262861575
20230413 124500,99.99999999999999,55.445400974781556,12.469233158609978
20230413 124600,63.95348837209294,55.73281517049137,12.475470782372353
20230413 124700,66.27906976744173,56.05525245235314,12.481991846243453
20230413 124800,90.58823529411764,56.84351636287265,12.492519899048732
20230413 124900,68.2352941176471,57.17794432341584,12.49917103475053
20230413 125000,65.82278481012668,57.454069083258446,12.505709570957098
20230413 125100,65.82278481012668,57.719663103935474,12.512135507668422
20230413 125200,65.82278481012668,57.9790178362639,12.518489613667256
20230413 125300,67.08860759493678,58.26001865685992,12.524997087944092
20230413 125400,67.08860759493678,58.53208218838268,12.531407493690551
20230413 125500,64.55696202531658,58.74904235323777,12.537361677344212
20230413 125600,64.55696202531658,58.9610307468631,12.54325567850903
20230413 125700,31.645569620253127,58.522725949551614,12.543991457969328
20230413 125800,0.0,57.465337336894606,12.533737138419722
20230413 125900,20.909090909090956,56.82549202655545,12.52809163269268
20230413 130000,24.545454545454515,56.25922373336073,12.5232731508445
20230413 130100,26.363636363636296,55.72997152567548,12.518879829159381
20230413 130200,19.999999999999904,55.07675026473815,12.513141137643172
20230413 130300,19.999999999999904,54.42741174501613,12.507460687245189
20230413 130400,22.727272727272734,53.83543190233827,12.502426713259556
20230413 130500,24.545454545454515,53.2806167668432,12.497819840807605
20230413 130600,24.545454545454515,52.72696273817089,12.493244030285377
20230413 130700,31.818181818181795,52.317072311865026,12.49026790914385
20230413 130800,36.36363636363641,51.996057646200214,12.488287711124054
20230413 130900,30.909090909090907,51.56593609461465,12.485127159774796
20230413 131000,31.818181818181795,51.155404737342614,12.482197631527859
20230413 131100,31.818181818181795,50.74687048380573,12.479304989322465
20230413 131200,31.818181818181795,50.34237688201205,12.476468646864694
20230413 131300,32.727272727272684,49.95934273166632,12.473878858474086
20230413 131400,32.727272727272684,49.583616501655136,12.471357018054743
20230413 131500,32.727272727272684,49.21543786736211,12.468905066977285
20230413 131600,32.727272727272684,48.854567153403615,12.466521063871102
20230413 131700,33.636363636363576,48.51958138088044,12.464385556202682
